,accumulated_power,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,power,resistance,speed,temperature,timestamp,unknown_61,unknown_66
451,73138,2115,91,3694.06,-77.0,8.519,0.0,146,223.0,0,8519,16,2019-05-11 16:42:33,2115,582
452,73361,2115,92,3702.44,-77.0,8.379,0.0,146,223.0,0,8379,16,2019-05-11 16:42:34,2115,582
453,73584,2115,92,3710.7,-77.0,8.248,0.0,146,223.0,0,8248,16,2019-05-11 16:42:35,2115,581
454,73806,2115,89,3718.94,-77.0,8.248,0.0,146,222.0,0,8248,16,2019-05-11 16:42:36,2115,582
455,74028,2115,88,3727.05,-77.0,8.108,0.0,145,222.0,0,8108,16,2019-05-11 16:42:37,2115,582
456,74250,2115,88,3735.21,-77.0,8.164,0.0,145,222.0,0,8164,16,2019-05-11 16:42:38,2115,582
457,74498,2115,87,3743.35,-77.0,8.136,0.0,145,248.0,0,8136,16,2019-05-11 16:42:39,2115,582
458,74746,2115,87,3751.54,-77.0,8.192,0.0,146,248.0,0,8192,16,2019-05-11 16:42:40,2115,582
459,74995,2115,87,3759.87,-77.0,8.332,0.0,146,249.0,0,8332,16,2019-05-11 16:42:41,2115,582
460,75244,2115,89,3768.18,-77.0,8.304,0.0,146,249.0,0,8304,16,2019-05-11 16:42:42,2115,582
461,75494,2115,90,3776.51,-77.0,8.332,0.0,146,250.0,0,8332,16,2019-05-11 16:42:43,2115,582
462,75744,2115,90,3784.81,-77.0,8.304,0.0,146,250.0,0,8304,16,2019-05-11 16:42:44,2115,581
463,75991,2115,89,3793.01,-77.0,8.192,0.0,146,247.0,0,8192,16,2019-05-11 16:42:45,2115,582
464,76238,2115,88,3801.2,-77.0,8.192,0.0,146,247.0,0,8192,16,2019-05-11 16:42:46,2115,582
465,76485,2115,89,3809.33,-77.0,8.136,0.0,147,247.0,0,8136,16,2019-05-11 16:42:47,2115,581
466,76732,2115,89,3817.44,-77.0,8.108,0.0,147,247.0,0,8108,16,2019-05-11 16:42:48,2115,581
467,76980,2115,88,3825.52,-77.0,8.08,0.0,148,248.0,0,8080,16,2019-05-11 16:42:49,2115,581
468,77228,2115,87,3833.77,-77.0,8.248,0.0,148,248.0,0,8248,16,2019-05-11 16:42:50,2115,581
469,77478,2115,87,3841.94,-77.0,8.164,0.0,148,250.0,0,8164,16,2019-05-11 16:42:51,2115,581
470,77728,2115,86,3850.07,-77.0,8.136,0.0,148,250.0,0,8136,16,2019-05-11 16:42:52,2115,581
471,77976,2115,86,3858.21,-77.0,8.136,0.0,149,248.0,0,8136,16,2019-05-11 16:42:53,2115,581
472,78224,2115,88,3866.32,-77.0,8.108,0.0,149,248.0,0,8108,16,2019-05-11 16:42:54,2115,581
473,78473,2115,88,3874.43,-77.0,8.108,0.0,149,249.0,0,8108,16,2019-05-11 16:42:55,2115,581
474,78722,2115,88,3882.51,-77.0,8.08,0.0,149,249.0,0,8080,16,2019-05-11 16:42:56,2115,581
475,78970,2115,87,3890.42,-77.0,7.912,0.0,150,248.0,0,7912,16,2019-05-11 16:42:57,2115,581
476,79218,2115,87,3898.5,-77.0,8.08,0.0,150,248.0,0,8080,16,2019-05-11 16:42:58,2115,582
477,79467,2115,86,3906.63,-77.0,8.136,0.0,151,249.0,0,8136,16,2019-05-11 16:42:59,2115,582
478,79716,2115,88,3914.72,-77.0,8.08,0.0,151,249.0,0,8080,16,2019-05-11 16:43:00,2115,581
479,79965,2115,88,3922.8,-77.0,8.08,0.0,151,249.0,0,8080,16,2019-05-11 16:43:01,2115,582
480,80213,2115,88,3930.93,-77.0,8.136,0.0,152,248.0,0,8136,16,2019-05-11 16:43:02,2115,581
481,80461,2115,88,3939.07,-77.0,8.136,0.0,152,248.0,0,8136,16,2019-05-11 16:43:03,2115,581
482,80710,2115,87,3947.23,-77.0,8.164,0.0,152,249.0,0,8164,16,2019-05-11 16:43:04,2115,581
483,80960,2114,86,3955.43,-77.19999999999999,8.192,0.0,152,250.0,0,8192,16,2019-05-11 16:43:05,2114,582
484,81211,2114,87,3963.65,-77.19999999999999,8.22,0.0,152,251.0,0,8220,16,2019-05-11 16:43:06,2114,581
485,81460,2114,89,3971.81,-77.19999999999999,8.164,0.0,152,249.0,0,8164,16,2019-05-11 16:43:07,2114,582
486,81708,2114,89,3979.97,-77.19999999999999,8.164,0.0,152,248.0,0,8164,16,2019-05-11 16:43:08,2114,581
487,81957,2114,88,3988.28,-77.19999999999999,8.304,0.0,153,249.0,0,8304,16,2019-05-11 16:43:09,2114,581
488,82207,2114,88,3996.58,-77.19999999999999,8.304,0.0,153,250.0,0,8304,16,2019-05-11 16:43:10,2114,581
489,82457,2114,88,4004.91,-77.19999999999999,8.332,0.0,154,250.0,0,8332,16,2019-05-11 16:43:11,2114,581
490,82707,2114,90,4013.32,-77.19999999999999,8.407,0.0,154,250.0,0,8407,16,2019-05-11 16:43:12,2114,581
491,82956,2113,90,4021.73,-77.39999999999998,8.407,0.0,155,249.0,0,8407,16,2019-05-11 16:43:13,2113,581
492,83205,2113,90,4030.01,-77.39999999999998,8.276,0.0,155,249.0,0,8276,16,2019-05-11 16:43:14,2113,581
493,83454,2113,90,4038.28,-77.39999999999998,8.276,0.0,155,249.0,0,8276,16,2019-05-11 16:43:15,2113,582
494,83701,2113,89,4046.56,-77.39999999999998,8.276,0.0,155,247.0,0,8276,16,2019-05-11 16:43:16,2113,581
495,83701,2112,89,4054.86,-77.60000000000002,8.304,0.0,156,247.0,0,8304,16,2019-05-11 16:43:17,2112,581
496,84195,2112,90,4063.17,-77.60000000000002,8.304,0.0,156,247.0,0,8304,16,2019-05-11 16:43:18,2112,581
497,84443,2112,90,4071.47,-77.60000000000002,8.304,0.0,156,248.0,0,8304,15,2019-05-11 16:43:19,2112,581
498,84692,2112,89,4079.88,-77.60000000000002,8.407,0.0,155,249.0,0,8407,15,2019-05-11 16:43:20,2112,581
499,84942,2112,89,4088.28,-77.60000000000002,8.407,0.0,154,250.0,0,8407,15,2019-05-11 16:43:21,2112,582
500,85191,2112,90,4096.72,-77.60000000000002,8.435,0.0,154,249.0,0,8435,15,2019-05-11 16:43:22,2112,582
501,85440,2112,91,4105.18,-77.60000000000002,8.463,0.0,153,249.0,0,8463,15,2019-05-11 16:43:23,2112,582
502,85689,2112,90,4113.46,-77.60000000000002,8.276,0.0,153,249.0,0,8276,15,2019-05-11 16:43:24,2112,581
503,85938,2112,90,4121.82,-77.60000000000002,8.36,0.0,153,249.0,0,8360,15,2019-05-11 16:43:25,2112,582
504,86187,2112,89,4130.18,-77.60000000000002,8.36,0.0,153,249.0,0,8360,15,2019-05-11 16:43:26,2112,581
505,86436,2112,89,4138.51,-77.60000000000002,8.332,0.0,153,249.0,0,8332,15,2019-05-11 16:43:27,2112,581
506,86685,2112,89,4146.89,-77.60000000000002,8.379,0.0,153,249.0,0,8379,15,2019-05-11 16:43:28,2112,581
507,86934,2112,89,4155.38,-77.60000000000002,8.491,0.0,152,249.0,0,8491,15,2019-05-11 16:43:29,2112,581
508,87183,2112,92,4163.76,-77.60000000000002,8.379,0.0,152,249.0,0,8379,15,2019-05-11 16:43:30,2112,581
509,87433,2112,92,4172.17,-77.60000000000002,8.407,0.0,152,250.0,0,8407,15,2019-05-11 16:43:31,2112,581
510,87683,2112,93,4180.5,-77.60000000000002,8.332,0.0,151,250.0,0,8332,15,2019-05-11 16:43:32,2112,581
511,87933,2112,92,4188.78,-77.60000000000002,8.276,0.0,152,250.0,0,8276,15,2019-05-11 16:43:33,2112,581
512,88182,2112,91,4197.3,-77.60000000000002,8.519,0.0,151,249.0,0,8519,15,2019-05-11 16:43:34,2112,581
513,88431,2113,91,4205.6,-77.39999999999998,8.304,0.0,151,249.0,0,8304,15,2019-05-11 16:43:35,2113,581
514,88680,2113,90,4213.88,-77.39999999999998,8.276,0.0,151,249.0,0,8276,15,2019-05-11 16:43:36,2113,581
515,88933,2113,90,4222.01,-77.39999999999998,8.136,0.0,151,253.0,0,8136,15,2019-05-11 16:43:37,2113,581
516,89194,2113,89,4230.04,-77.39999999999998,8.024,0.0,151,261.0,0,8024,15,2019-05-11 16:43:38,2113,581
517,89464,2113,89,4237.95,-77.39999999999998,7.912,0.0,151,270.0,0,7912,15,2019-05-11 16:43:39,2113,581
518,89734,2113,87,4245.97,-77.39999999999998,8.024,0.0,151,270.0,0,8024,15,2019-05-11 16:43:40,2113,581
519,90010,2113,86,4253.97,-77.39999999999998,7.996,0.0,151,276.0,0,7996,15,2019-05-11 16:43:41,2113,581
520,90286,2113,86,4262.02,-77.39999999999998,8.052,0.0,151,276.0,0,8052,15,2019-05-11 16:43:42,2113,581
521,90563,2113,88,4269.99,-77.39999999999998,7.968,0.0,152,277.0,0,7968,15,2019-05-11 16:43:43,2113,581
522,90840,2113,88,4278.04,-77.39999999999998,8.052,0.0,152,277.0,0,8052,15,2019-05-11 16:43:44,2113,581
523,91115,2114,88,4286.18,-77.19999999999999,8.136,0.0,153,275.0,0,8136,15,2019-05-11 16:43:45,2114,581
524,91390,2114,86,4294.37,-77.19999999999999,8.192,0.0,153,275.0,0,8192,15,2019-05-11 16:43:46,2114,581
525,91669,2115,87,4302.62,-77.0,8.248,0.0,154,279.0,0,8248,15,2019-05-11 16:43:47,2115,581
526,91948,2115,87,4310.84,-77.0,8.22,0.0,154,279.0,0,8220,15,2019-05-11 16:43:48,2115,581
527,92222,2115,89,4319.09,-77.0,8.248,0.0,155,274.0,0,8248,15,2019-05-11 16:43:49,2115,581
528,92496,2115,89,4327.28,-77.0,8.192,0.0,156,274.0,0,8192,15,2019-05-11 16:43:50,2115,581
529,92771,2115,89,4335.53,-77.0,8.248,0.0,157,275.0,0,8248,15,2019-05-11 16:43:51,2115,581
530,93046,2115,89,4343.64,-77.0,8.108,0.0,157,275.0,0,8108,15,2019-05-11 16:43:52,2115,581
531,93318,2115,90,4351.69,-77.0,8.052,0.0,158,272.0,0,8052,15,2019-05-11 16:43:53,2115,581
532,93590,2115,88,4359.69,-77.0,7.996,0.0,158,272.0,0,7996,15,2019-05-11 16:43:54,2115,581
533,93865,2115,88,4367.71,-77.0,8.024,0.0,159,275.0,0,8024,15,2019-05-11 16:43:55,2115,581
534,94140,2115,88,4375.74,-77.0,8.024,0.0,159,275.0,0,8024,15,2019-05-11 16:43:56,2115,581
535,94416,2115,88,4383.79,-77.0,8.052,0.0,159,276.0,0,8052,15,2019-05-11 16:43:57,2115,581
536,94693,2115,88,4391.76,-77.0,7.968,0.0,159,277.0,0,7968,15,2019-05-11 16:43:58,2115,581
537,94970,2115,87,4399.78,-77.0,8.024,0.0,159,277.0,0,8024,15,2019-05-11 16:43:59,2115,581
538,95246,2115,86,4407.78,-77.0,7.996,0.0,159,276.0,0,7996,15,2019-05-11 16:44:00,2115,581
539,95521,2115,86,4415.69,-77.0,7.912,0.0,159,275.0,0,7912,15,2019-05-11 16:44:01,2115,582
540,95796,2114,86,4423.66,-77.19999999999999,7.968,0.0,159,275.0,0,7968,15,2019-05-11 16:44:02,2114,581
541,96071,2114,86,4431.57,-77.19999999999999,7.912,0.0,159,275.0,0,7912,15,2019-05-11 16:44:03,2114,581
542,96347,2114,86,4439.43,-77.19999999999999,7.856,0.0,159,276.0,0,7856,15,2019-05-11 16:44:04,2114,581
543,96621,2114,86,4447.34,-77.19999999999999,7.912,0.0,159,274.0,0,7912,15,2019-05-11 16:44:05,2114,581
544,96893,2114,84,4455.22,-77.19999999999999,7.884,0.0,160,272.0,0,7884,15,2019-05-11 16:44:06,2114,581
545,97165,2114,84,4463.14,-77.19999999999999,7.912,0.0,160,272.0,0,7912,15,2019-05-11 16:44:07,2114,581
546,97437,2114,84,4471.1,-77.19999999999999,7.968,0.0,161,272.0,0,7968,15,2019-05-11 16:44:08,2114,581
547,97709,2114,84,4479.1,-77.19999999999999,7.996,0.0,161,272.0,0,7996,15,2019-05-11 16:44:09,2114,581
548,97984,2114,86,4487.13,-77.19999999999999,8.024,0.0,162,275.0,0,8024,15,2019-05-11 16:44:10,2114,581
549,98259,2114,87,4495.21,-77.19999999999999,8.08,0.0,162,275.0,0,8080,15,2019-05-11 16:44:11,2114,581
550,98536,2114,88,4503.2,-77.19999999999999,7.996,0.0,163,277.0,0,7996,15,2019-05-11 16:44:12,2114,581
551,98813,2114,86,4511.17,-77.19999999999999,7.968,0.0,163,277.0,0,7968,15,2019-05-11 16:44:13,2114,581
552,99087,2113,86,4519.26,-77.39999999999998,8.08,0.0,163,274.0,0,8080,15,2019-05-11 16:44:14,2113,581
553,99361,2113,86,4527.33,-77.39999999999998,8.08,0.0,163,274.0,0,8080,15,2019-05-11 16:44:15,2113,582
554,99638,2113,87,4535.38,-77.39999999999998,8.052,0.0,163,277.0,0,8052,15,2019-05-11 16:44:16,2113,582
555,99915,2113,87,4543.44,-77.39999999999998,8.052,0.0,163,277.0,0,8052,15,2019-05-11 16:44:17,2113,582
556,100190,2113,87,4551.49,-77.39999999999998,8.052,0.0,164,275.0,0,8052,15,2019-05-11 16:44:18,2113,581
557,100465,2114,87,4559.46,-77.19999999999999,7.968,0.0,163,275.0,0,7968,15,2019-05-11 16:44:19,2114,581
558,100738,2114,87,4567.48,-77.19999999999999,8.024,0.0,164,273.0,0,8024,15,2019-05-11 16:44:20,2114,581
559,100738,2114,86,4575.39,-77.19999999999999,7.912,0.0,164,136.0,0,7912,15,2019-05-11 16:44:21,2114,581
560,101011,2114,86,4583.42,-77.19999999999999,8.024,0.0,164,137.0,0,8024,15,2019-05-11 16:44:22,2114,581
561,101284,2114,86,4591.33,-77.19999999999999,7.912,0.0,165,273.0,0,7912,15,2019-05-11 16:44:23,2114,581
562,101557,2114,86,4599.27,-77.19999999999999,7.94,0.0,165,273.0,0,7940,15,2019-05-11 16:44:24,2114,581
563,101830,2114,87,4607.21,-77.19999999999999,7.94,0.0,165,273.0,0,7940,15,2019-05-11 16:44:25,2114,581
564,102103,2114,87,4615.18,-77.19999999999999,7.968,0.0,164,273.0,0,7968,15,2019-05-11 16:44:26,2114,581
565,102377,2113,85,4631.34,-77.39999999999998,8.164,0.0,164,274.0,0,8164,15,2019-05-11 16:44:28,2113,582
566,102652,2113,85,4639.62,-77.39999999999998,8.276,0.0,164,275.0,0,8276,15,2019-05-11 16:44:29,2113,581
567,102928,2113,88,4648.02,-77.39999999999998,8.407,0.0,164,276.0,0,8407,15,2019-05-11 16:44:30,2113,582
568,103206,2113,91,4656.36,-77.39999999999998,8.332,0.0,164,278.0,0,8332,15,2019-05-11 16:44:31,2113,582
569,103480,2113,92,4664.69,-77.39999999999998,8.332,0.0,164,274.0,0,8332,15,2019-05-11 16:44:32,2113,582
570,103751,2113,92,4672.8,-77.39999999999998,8.108,0.0,164,271.0,0,8108,15,2019-05-11 16:44:33,2113,582
571,104025,2113,90,4680.91,-77.39999999999998,8.108,0.0,164,274.0,0,8108,15,2019-05-11 16:44:34,2113,582
572,104299,2113,89,4689.01,-77.39999999999998,8.108,0.0,164,274.0,0,8108,15,2019-05-11 16:44:35,2113,582
573,104573,2113,89,4697.01,-77.39999999999998,7.996,0.0,164,274.0,0,7996,15,2019-05-11 16:44:36,2113,582
574,104857,2113,88,4705.02,-77.39999999999998,7.996,0.0,163,284.0,0,7996,15,2019-05-11 16:44:37,2113,581
575,105141,2113,88,4712.98,-77.39999999999998,7.968,0.0,163,284.0,0,7968,15,2019-05-11 16:44:38,2113,582
576,105439,2113,88,4721.11,-77.39999999999998,8.136,0.0,164,298.0,0,8136,15,2019-05-11 16:44:39,2113,581
577,105737,2113,88,4729.25,-77.39999999999998,8.136,0.0,164,298.0,0,8136,15,2019-05-11 16:44:40,2113,582
578,106035,2113,88,4737.36,-77.39999999999998,8.108,0.0,164,298.0,0,8108,15,2019-05-11 16:44:41,2113,582
579,106333,2113,88,4745.35,-77.39999999999998,7.996,0.0,164,298.0,0,7996,15,2019-05-11 16:44:42,2113,581
580,106630,2113,88,4753.24,-77.39999999999998,7.884,0.0,164,297.0,0,7884,15,2019-05-11 16:44:43,2113,582
581,106927,2113,86,4761.09,-77.39999999999998,7.856,0.0,164,297.0,0,7856,15,2019-05-11 16:44:44,2113,582
582,107222,2113,85,4768.89,-77.39999999999998,7.8,0.0,164,295.0,0,7800,15,2019-05-11 16:44:45,2113,582
583,107517,2113,85,4776.89,-77.39999999999998,7.996,0.0,165,295.0,0,7996,15,2019-05-11 16:44:46,2113,581
584,107819,2113,87,4785.08,-77.39999999999998,8.192,0.0,165,302.0,0,8192,15,2019-05-11 16:44:47,2113,581
585,108121,2113,88,4793.88,-77.39999999999998,8.799,0.0,165,302.0,0,8799,15,2019-05-11 16:44:48,2113,581
586,108423,2113,88,4802.6,-77.39999999999998,8.715,0.0,165,302.0,0,8715,15,2019-05-11 16:44:49,2113,581
587,108726,2113,90,4811.31,-77.39999999999998,8.715,0.0,165,303.0,0,8715,15,2019-05-11 16:44:50,2113,581
588,109026,2113,92,4819.97,-77.39999999999998,8.659,0.0,165,300.0,0,8659,15,2019-05-11 16:44:51,2113,581
589,109323,2113,94,4828.55,-77.39999999999998,8.575,0.0,165,297.0,0,8575,15,2019-05-11 16:44:52,2113,581
590,109619,2113,94,4837.06,-77.39999999999998,8.519,0.0,165,296.0,0,8519,15,2019-05-11 16:44:53,2113,581
591,109915,2113,92,4845.61,-77.39999999999998,8.547,0.0,164,296.0,0,8547,15,2019-05-11 16:44:54,2113,581
592,110211,2113,92,4854.16,-77.39999999999998,8.547,0.0,163,296.0,0,8547,15,2019-05-11 16:44:55,2113,581
593,110510,2114,92,4862.7,-77.19999999999999,8.547,0.0,163,299.0,0,8547,15,2019-05-11 16:44:56,2114,581
594,110808,2114,92,4871.22,-77.19999999999999,8.519,0.0,162,298.0,0,8519,15,2019-05-11 16:44:57,2114,581
595,111106,2114,91,4879.88,-77.19999999999999,8.659,0.0,162,298.0,0,8659,15,2019-05-11 16:44:58,2114,581
596,111408,2114,93,4888.54,-77.19999999999999,8.659,0.0,161,302.0,0,8659,15,2019-05-11 16:44:59,2114,581
597,111710,2114,93,4897.12,-77.19999999999999,8.575,0.0,160,302.0,0,8575,15,2019-05-11 16:45:00,2114,581
598,112010,2114,93,4905.61,-77.19999999999999,8.491,0.0,161,300.0,0,8491,15,2019-05-11 16:45:01,2114,581
599,112308,2114,92,4914.04,-77.19999999999999,8.435,0.0,161,298.0,0,8435,15,2019-05-11 16:45:02,2114,581
600,112606,2114,92,4922.4,-77.19999999999999,8.36,0.0,160,298.0,0,8360,15,2019-05-11 16:45:03,2114,581
601,112907,2114,92,4930.71,-77.19999999999999,8.304,0.0,160,301.0,0,8304,15,2019-05-11 16:45:04,2114,581
602,113208,2114,91,4938.93,-77.19999999999999,8.22,0.0,160,301.0,0,8220,15,2019-05-11 16:45:05,2114,581
603,113507,2114,90,4947.23,-77.19999999999999,8.304,0.0,161,299.0,0,8304,15,2019-05-11 16:45:06,2114,581
604,113805,2114,90,4955.56,-77.19999999999999,8.332,0.0,161,298.0,0,8332,15,2019-05-11 16:45:07,2114,581
605,114103,2114,89,4963.87,-77.19999999999999,8.304,0.0,161,298.0,0,8304,15,2019-05-11 16:45:08,2114,581
606,114401,2113,90,4972.14,-77.39999999999998,8.276,0.0,162,298.0,0,8276,15,2019-05-11 16:45:09,2113,581
607,114697,2113,90,4980.48,-77.39999999999998,8.332,0.0,162,296.0,0,8332,15,2019-05-11 16:45:10,2113,582
608,114993,2113,90,4988.86,-77.39999999999998,8.379,0.0,162,296.0,0,8379,15,2019-05-11 16:45:11,2113,582
609,115290,2113,90,4997.29,-77.39999999999998,8.435,0.0,162,297.0,0,8435,15,2019-05-11 16:45:12,2113,582
610,115587,2113,91,5005.7,-77.39999999999998,8.407,0.0,162,297.0,0,8407,15,2019-05-11 16:45:13,2113,582
611,115886,2113,91,5014.08,-77.39999999999998,8.379,0.0,163,299.0,0,8379,14,2019-05-11 16:45:14,2113,581
612,116185,2112,91,5022.41,-77.60000000000002,8.332,0.0,163,299.0,0,8332,14,2019-05-11 16:45:15,2112,581
613,116485,2112,91,5030.66,-77.60000000000002,8.248,0.0,162,300.0,0,8248,14,2019-05-11 16:45:16,2112,582
614,116786,2112,91,5038.91,-77.60000000000002,8.248,0.0,163,301.0,0,8248,14,2019-05-11 16:45:17,2112,581
615,117088,2112,91,5047.15,-77.60000000000002,8.248,0.0,163,302.0,0,8248,14,2019-05-11 16:45:18,2112,582
616,117391,2111,90,5055.51,-77.80000000000001,8.36,0.0,163,303.0,0,8360,14,2019-05-11 16:45:19,2111,581
617,117694,2111,90,5063.92,-77.80000000000001,8.407,0.0,163,303.0,0,8407,14,2019-05-11 16:45:20,2111,581
618,117997,2111,90,5072.47,-77.80000000000001,8.547,0.0,163,303.0,0,8547,14,2019-05-11 16:45:21,2111,581
619,118299,2111,91,5080.9,-77.80000000000001,8.435,0.0,163,302.0,0,8435,14,2019-05-11 16:45:22,2111,581
620,118600,2111,91,5089.28,-77.80000000000001,8.379,0.0,164,301.0,0,8379,14,2019-05-11 16:45:23,2111,582
621,118898,2111,91,5097.64,-77.80000000000001,8.36,0.0,165,298.0,0,8360,14,2019-05-11 16:45:24,2111,582
622,119194,2111,91,5105.95,-77.80000000000001,8.304,0.0,165,296.0,0,8304,14,2019-05-11 16:45:25,2111,582
623,119490,2111,89,5114.28,-77.80000000000001,8.332,0.0,165,296.0,0,8332,14,2019-05-11 16:45:26,2111,581
624,119787,2111,89,5122.5,-77.80000000000001,8.22,0.0,165,297.0,0,8220,14,2019-05-11 16:45:27,2111,581
625,120086,2111,89,5130.72,-77.80000000000001,8.22,0.0,165,299.0,0,8220,14,2019-05-11 16:45:28,2111,581
626,120387,2111,90,5138.91,-77.80000000000001,8.192,0.0,166,301.0,0,8192,14,2019-05-11 16:45:29,2111,581
627,120688,2111,89,5147.16,-77.80000000000001,8.248,0.0,166,301.0,0,8248,14,2019-05-11 16:45:30,2111,581
628,120986,2112,89,5155.38,-77.60000000000002,8.22,0.0,166,298.0,0,8220,14,2019-05-11 16:45:31,2112,581
629,121284,2112,88,5163.6,-77.60000000000002,8.22,0.0,166,298.0,0,8220,14,2019-05-11 16:45:32,2112,581
630,121580,2112,89,5171.85,-77.60000000000002,8.248,0.0,166,296.0,0,8248,14,2019-05-11 16:45:33,2112,581
631,121876,2112,89,5180.1,-77.60000000000002,8.248,0.0,166,296.0,0,8248,14,2019-05-11 16:45:34,2112,581
632,122173,2112,89,5188.23,-77.60000000000002,8.136,0.0,166,297.0,0,8136,14,2019-05-11 16:45:35,2112,581
633,122471,2112,89,5196.29,-77.60000000000002,8.052,0.0,166,298.0,0,8052,14,2019-05-11 16:45:36,2112,581
634,122780,2112,88,5204.06,-77.60000000000002,7.772,0.0,166,309.0,0,7772,14,2019-05-11 16:45:37,2112,581
635,123089,2112,88,5212.11,-77.60000000000002,8.052,0.0,166,309.0,0,8052,14,2019-05-11 16:45:38,2112,581
636,123415,2112,86,5220.3,-77.60000000000002,8.192,0.0,166,326.0,0,8192,14,2019-05-11 16:45:39,2112,581
637,123741,2112,88,5228.52,-77.60000000000002,8.22,0.0,166,326.0,0,8220,14,2019-05-11 16:45:40,2112,581
638,124064,2112,88,5236.77,-77.60000000000002,8.248,0.0,166,323.0,0,8248,14,2019-05-11 16:45:41,2112,581
639,124387,2112,91,5244.99,-77.60000000000002,8.22,0.0,166,323.0,0,8220,14,2019-05-11 16:45:42,2112,581
640,124710,2112,90,5253.24,-77.60000000000002,8.248,0.0,166,323.0,0,8248,14,2019-05-11 16:45:43,2112,581
641,125033,2112,90,5261.41,-77.60000000000002,8.164,0.0,167,323.0,0,8164,14,2019-05-11 16:45:44,2112,581
642,125358,2112,88,5269.57,-77.60000000000002,8.164,0.0,166,325.0,0,8164,14,2019-05-11 16:45:45,2112,581
643,125685,2112,88,5277.59,-77.60000000000002,8.024,0.0,166,327.0,0,8024,14,2019-05-11 16:45:46,2112,581
644,126011,2112,88,5285.56,-77.60000000000002,7.968,0.0,166,326.0,0,7968,14,2019-05-11 16:45:47,2112,581
645,126337,2112,88,5293.59,-77.60000000000002,8.024,0.0,166,326.0,0,8024,14,2019-05-11 16:45:48,2112,581
646,126664,2112,88,5301.7,-77.60000000000002,8.108,0.0,166,327.0,0,8108,14,2019-05-11 16:45:49,2112,581
647,126992,2112,89,5309.69,-77.60000000000002,7.996,0.0,166,328.0,0,7996,14,2019-05-11 16:45:50,2112,581
648,127318,2112,89,5317.72,-77.60000000000002,8.024,0.0,167,326.0,0,8024,14,2019-05-11 16:45:51,2112,581
649,127643,2112,88,5325.68,-77.60000000000002,7.968,0.0,167,325.0,0,7968,14,2019-05-11 16:45:52,2112,581
650,127968,2112,88,5333.83,-77.60000000000002,8.108,0.0,167,325.0,0,8108,14,2019-05-11 16:45:53,2112,581
651,128295,2112,88,5341.82,-77.60000000000002,8.024,0.0,168,327.0,0,8024,14,2019-05-11 16:45:54,2112,581
652,128622,2112,88,5349.93,-77.60000000000002,8.108,0.0,169,327.0,0,8108,14,2019-05-11 16:45:55,2112,582
653,128947,2112,88,5357.95,-77.60000000000002,8.024,0.0,169,325.0,0,8024,14,2019-05-11 16:45:56,2112,582
654,129270,2112,88,5366.06,-77.60000000000002,8.108,0.0,169,323.0,0,8108,14,2019-05-11 16:45:57,2112,582
655,129592,2112,88,5374.22,-77.60000000000002,8.164,0.0,169,322.0,0,8164,14,2019-05-11 16:45:58,2112,582
656,129914,2112,88,5382.42,-77.60000000000002,8.192,0.0,169,322.0,0,8192,14,2019-05-11 16:45:59,2112,582
657,130240,2112,88,5390.69,-77.60000000000002,8.276,0.0,169,326.0,0,8276,14,2019-05-11 16:46:00,2112,582
658,130566,2112,90,5399.14,-77.60000000000002,8.435,0.0,169,326.0,0,8435,14,2019-05-11 16:46:01,2112,581
659,130896,2112,90,5407.59,-77.60000000000002,8.463,0.0,169,330.0,0,8463,14,2019-05-11 16:46:02,2112,581
660,131226,2112,91,5415.97,-77.60000000000002,8.379,0.0,170,330.0,0,8379,14,2019-05-11 16:46:03,2112,582
661,131546,2112,91,5424.19,-77.60000000000002,8.192,0.0,166,320.0,0,8192,14,2019-05-11 16:46:04,2112,582
662,131866,2112,91,5432.35,-77.60000000000002,8.192,0.0,166,320.0,0,8192,14,2019-05-11 16:46:05,2112,582
663,132186,2111,90,5440.43,-77.80000000000001,8.08,0.0,167,320.0,0,8080,14,2019-05-11 16:46:06,2111,581
664,132506,2111,90,5448.43,-77.80000000000001,7.996,0.0,168,320.0,0,7996,14,2019-05-11 16:46:07,2111,582
665,132831,2111,88,5456.43,-77.80000000000001,7.996,0.0,170,325.0,0,7996,14,2019-05-11 16:46:08,2111,582
666,133156,2111,87,5464.34,-77.80000000000001,7.912,0.0,171,325.0,0,7912,14,2019-05-11 16:46:09,2111,582
667,133480,2111,87,5472.34,-77.80000000000001,7.996,0.0,172,324.0,0,7996,14,2019-05-11 16:46:10,2111,582
668,133803,2111,87,5480.28,-77.80000000000001,7.94,0.0,172,323.0,0,7940,14,2019-05-11 16:46:11,2111,582
669,134126,2111,87,5488.24,-77.80000000000001,7.94,0.0,173,323.0,0,7940,14,2019-05-11 16:46:12,2111,582
670,134449,2111,87,5496.16,-77.80000000000001,7.94,0.0,173,323.0,0,7940,14,2019-05-11 16:46:13,2111,582
671,134773,2111,87,5504.07,-77.80000000000001,7.912,0.0,173,324.0,0,7912,14,2019-05-11 16:46:14,2111,582
672,135098,2111,87,5511.9,-77.80000000000001,7.828,0.0,173,325.0,0,7828,14,2019-05-11 16:46:15,2111,582
673,135423,2111,86,5519.73,-77.80000000000001,7.828,0.0,173,325.0,0,7828,14,2019-05-11 16:46:16,2111,582
